content,title
"
,

其實之前FB有一段時間做過吧
不過沒有持續就是了
但沒有持續也不是壞事

有些戰績迷或是酸酸就喜歡借題發揮
詹就是活生生的例子
休息之餘開玩笑捉弄隊友
被檢討成不認真打球整天想一些有的沒的

實在也是有夠冤枉的
人家是季後軟手沒錯
但看成績季賽沒有他可能也難進去
說得好像他一天到晚都在不正經一樣
搞得那些花絮是球員整天在做的事
要是有什麼球員拍個釣蝦釣魚或打電動影片
到時候又變成出氣筒

所以倒也不用特別去做這些有的沒的

另一方面講收益其實也沒什麼必要啦
這點零錢要花時間人力資源去做實在有點浪費
認真做可能還要被酸不認真本質搞些有的沒的




--
",Re: [閒聊] 為什麼中職沒有球隊認真經營YouTube?
